Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
370,Ciara O'Rourke,“Nike lost a lawsuit against antisemitism and has to give away gift cards to its customers.”,Facebook posts,"April 12, 2023",FALSE,FAKE,0
371,Ciara O'Rourke,Video shows U.S. Rep. Jim Jordan slapping special counsel Robert Mueller.,Facebook posts,"April 12, 2023",pants-fire,FAKE,0
372,Ciara O'Rourke,Video shows footage of the war in Ukraine.,Facebook posts,"April 12, 2023",FALSE,FAKE,0
373,Ciara O'Rourke,“FEMA camps are open for the upcoming arrests for crimes against humanity.”,Facebook posts,"April 12, 2023",pants-fire,FAKE,0
374,Sara Swann,“Canada just made it illegal to protest against the LGBT!”,Facebook posts,"April 12, 2023",FALSE,FAKE,0
375,Marta Campabadal,“La OTAN ordena apuntar misiles a Rusia y Putin ordena a su ejército invadir Finlandia!”,Facebook posts,"• April 12,",FALSE,FAKE,0
376,Ciara O'Rourke,Video shows Sen. Chris Murphy running away because Sen. Ted Cruz said “just shut your mouth.”,Facebook posts,"April 12, 2023",barely-true,FAKE,0
377,Maria Briceño,“Joe Biden liberará a reos tras visita de Marco Rubio a El Salvador”.,Facebook posts,"April 12, 2023",FALSE,FAKE,0
378,Amy Sherman,"When migrants arrived on Martha’s Vineyard, “They called out the National Guard and deported them within 24 hours.”",Ron DeSantis,"April 11, 2023",FALSE,FAKE,0
379,Ciara O'Rourke,A photo shows Jeffrey Epstein with four boys on a beach.,Tweets,"April 11, 2023",FALSE,FAKE,0
380,Louis Jacobson,“The 5 states with the highest gun homicide rates in the nation all have loose gun laws” while “the 5 states with the lowest rates have some of the toughest laws.”,Chris Murphy,"April 11, 2023",half-true,REAL,1
381,Jeff Cercone,"Video shows ""HAARP gets destroyed” by protesters.",Instagram posts,"April 10, 2023",FALSE,FAKE,0
382,Gabrielle Settles,Elon Musk said a new Tesla feature can scan testicles and use that information “to biometrically unlock and start the car.”,Instagram posts,"April 10, 2023",pants-fire,FAKE,0
383,Sara Swann,“Anheuser-Busch CEO resigns” after Bud Light partners with transgender social media influencer Dylan Mulvaney.,Facebook posts,"April 10, 2023",FALSE,FAKE,0
384,Ciara O'Rourke,“Hillary Clinton indicted.”,Facebook posts,"April 10, 2023",pants-fire,FAKE,0
385,Jill Terreri,Manhattan District Attorney Alvin Bragg “has downgraded over 50% of the felonies to misdemeanors.”,Ron DeSantis,"• April 8,",TRUE,REAL,1
386,Madison Czopek,U.S. public schools don't teach the Declaration of Independence.,Facebook posts,"April 7, 2023",FALSE,FAKE,0
387,Paul Specht,“North Carolina ranks last in the country in K-12 funding.”,North Carolina state House Democratic Caucus,"April 7, 2023",barely-true,FAKE,0
388,Jeff Cercone,"""Vitamins aren’t FDA approved, but Twinkies are.”",Facebook posts,"April 7, 2023",barely-true,FAKE,0
389,Loreben Tuquero,There have been no new COVID-19 variants since Dr. Anthony Fauci retired.,Instagram posts,"April 7, 2023",FALSE,FAKE,0
390,Grace Abels,“Florida man charged with a hate crime” for defacing pride crosswalk.,Tweets,"April 7, 2023",barely-true,FAKE,0
391,Sara Swann,Pouring soda on raw pork will cause parasites to emerge.,Facebook posts,"April 7, 2023",pants-fire,FAKE,0
392,Gabrielle Settles,"A video shows Florida Gov. Ron DeSantis saying, “Now Trump’s been indicted, now the people will have no choice but to accept me as their assigned candidate.”",TikTok posts,"April 7, 2023",pants-fire,FAKE,0
393,Sara Swann,"A doctor tweeted that she doesn’t regret giving the COVID-19 vaccine, “even if it turns out I injected you with actual poison and you only have days to live.”",Instagram posts,"April 6, 2023",pants-fire,FAKE,0
394,Jeff Cercone,"Report proves that COVID-19 vaccines caused 300,000 excess deaths in 2022.",Instagram posts,"April 6, 2023",FALSE,FAKE,0
395,Madison Czopek,“President Trump is officially a political prisoner.”,Tom Fitton,"April 6, 2023",FALSE,FAKE,0
396,Amy Sherman,"Regarding Trump’s January 2021 telephone call with Georgia election officials, “nobody found anything wrong with that perfect call until a book promotion tour many months later.”",Donald Trump,"April 5, 2023",pants-fire,FAKE,0
397,Louis Jacobson,"“In the next two years, we'll spend more on interest on our national debt than we do on the national defense.”",Mike Pence,"April 5, 2023",half-true,REAL,1
398,Maria Ramirez,"“Title 42 and other Trump-era holdovers are forcing migrants into dangerous, overcrowded conditions in Mexico.”",Joaquin Castro,"• April 5,",mostly-true,REAL,1
399,Maria Briceño,“La mayor parte” del fentanilo que llega a los puertos de Estados Unidos viene desde Canadá.,Facebook posts,"April 5, 2023",FALSE,FAKE,0
400,Ciara O'Rourke,Video shows a crowd erupting and Hillary Clinton crying during a committee hearing.,Facebook posts,"April 5, 2023",pants-fire,FAKE,0
401,Ciara O'Rourke,Video shows Homeland Security Secretary Alejandro Mayorkas crying after a question from an aide to former President Donald Trump.,Facebook posts,"April 5, 2023",pants-fire,FAKE,0
402,Ciara O'Rourke,A video shows President Joe Biden “getting off plane with little boy dressed like girl.”,Viral image,"April 5, 2023",FALSE,FAKE,0
403,Samantha Putterman,White House Press Secretary Karine Jean-Pierre was involved in a covered-up DUI accident,Tweets,"April 5, 2023",pants-fire,FAKE,0
404,Madison Czopek,Video clip shows that protesters in Tennessee “made their way onto the state capitol floor.”,Laura Ingraham,"April 4, 2023",FALSE,FAKE,0
405,Loreben Tuquero,The FedNow program “is going to replace your paper currency.”,Facebook posts,"April 4, 2023",FALSE,FAKE,0
406,Conor Amendola,Sullivan County “has the highest opioid death rate in all of New York state” yet “it’s the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area” program.,Charles Schumer,"April 4, 2023",mostly-true,REAL,1
407,Samantha Putterman,"Joe Biden received a military funeral service Jan. 20, 2021",Facebook posts,"April 4, 2023",pants-fire,FAKE,0
408,Ciara O'Rourke,Videos show former Secretary of State Hillary Clinton discussing a glass dome over Earth.,Instagram posts,"April 4, 2023",pants-fire,FAKE,0
409,Ciara O'Rourke,“Pelosi cries like a kid after Trump’s lawyer proves her client ‘innocence.’”,Facebook posts,"April 4, 2023",FALSE,FAKE,0
410,Ciara O'Rourke,“Brittney Griner’s shocking detention photos leaked online.”,Facebook posts,"April 4, 2023",FALSE,FAKE,0
411,Ciara O'Rourke,"U.S. Rep. Jim Jordan, R-Ohio, “sends Biden straight to jail.”",Facebook posts,"April 4, 2023",pants-fire,FAKE,0
412,Ciara O'Rourke,Former President Donald Trump is actually another man wearing a Trump mask.,Facebook posts,"April 4, 2023",pants-fire,FAKE,0
413,Gabrielle Settles,"Morgan Freeman called out Joe Biden for talking about “ice cream” before commenting on the Nashville, Tennessee, school shooting.",TikTok posts,"April 3, 2023",pants-fire,FAKE,0
414,Marta Campabadal,“Hay un nuevo virus regado en China donde los humanos se convierten en zombis”.,Instagram posts,"• April 3,",FALSE,FAKE,0
415,Amy Sherman,"In the U.S., “you’re not allowed to own a machine gun.”",Joe Biden,"April 3, 2023",barely-true,FAKE,0
416,Loreben Tuquero,"Rep. Alexandria Ocasio-Cortez, D-N.Y., “is now worth $29 million dollars.”",Facebook posts,"April 3, 2023",pants-fire,FAKE,0
417,Yacob Reyes,"Gov. Ron DeSantis sealed ""all beaches"" in Florida.",Donald Trump,"April 3, 2023",barely-true,FAKE,0
418,Amy Sherman,Former President Donald Trump “instructed all the governors to shut down” because of the COVID-19 pandemic.,Jared Moskowitz,"April 3, 2023",half-true,REAL,1
419,Tom Kertscher,Solar companies “have to give solar panels away for completely no net cost.”,Facebook posts,"March 31, 2023",FALSE,FAKE,0
420,Andy Nguyen,DO Black credit card is part of a government plot to control people’s lives.,Facebook posts,"March 31, 2023",FALSE,FAKE,0
421,Loreben Tuquero,The Nashville shooter was wearing different pairs of shoes before and after being killed.,Social Media,"March 31, 2023",pants-fire,FAKE,0
422,Madison Czopek,“The UK has had ZERO school shootings since” it changed its gun laws after a 1996 school shooting.,Instagram posts,"March 31, 2023",mostly-true,REAL,1
423,Gabrielle Settles,Video shows Florida Gov. Ron DeSantis saying he made certain political choices because “that’s where the money is.”,Facebook posts,"March 31, 2023",pants-fire,FAKE,0
424,Marta Campabadal,“Enorme ejércitos polacos de 100 mil … entran en la frontera rusa”.,Facebook posts,"• March 31,",FALSE,FAKE,0
425,Loreben Tuquero,Video shows President Joe Biden talking about what “stable Jesus” said about airports.,Instagram posts,"March 30, 2023",FALSE,FAKE,0
426,Aarón Torres,"When discussing education savings accounts, ""We would be 31st in the nation to have these policies going forward on behalf of kids.”",Brandon Creighton,"March 30, 2023",half-true,REAL,1
427,Madison Czopek,"Photo of person holding sign shows the shooter who killed six people at a Nashville, Tennessee, school.",Facebook posts,"March 30, 2023",FALSE,FAKE,0
428,Louis Jacobson,“We have a national debt the size of our nation’s economy for the first time since World War II.”,Mike Pence,"March 30, 2023",half-true,REAL,1
429,Tom Kertscher,Images show a great white shark on the beach in North Carolina.,Facebook posts,"March 29, 2023",FALSE,FAKE,0
430,Jeff Cercone,Video shows zombie virus outbreak in China.,Instagram posts,"March 29, 2023",FALSE,FAKE,0
431,Loreben Tuquero,"A photo shows former President Barack Obama’s “old boyfriend,” to whom he paid “hush money.”",Instagram posts,"March 29, 2023",pants-fire,FAKE,0
432,Amy Sherman,“Gun violence is the number one killer of children and teens — it has overtaken cars.”,Ashbey Beasley,"March 29, 2023",mostly-true,REAL,1
433,Cameron Carr,“Every single county in New York has experienced a federal climate disaster between 2011-2021.”,Rebuild by Design,"March 29, 2023",mostly-true,REAL,1
434,Marnique O.,“A proposal in Syracuse would pay gang members $100-$200 per week to stay out of trouble.”,William Barclay,"• March 29,",mostly-true,REAL,1
435,Tom Kertscher,"Climate change is caused by corporations using ""weather modification patents.”",Instagram posts,"March 29, 2023",FALSE,FAKE,0
436,Madeline Heim,"At a Wisconsin school, a 12-year-old girl ""was transitioned into a boy by school officials without parental consent,"" and Protasiewicz supports it.",American Principles Project,"March 29, 2023",pants-fire,FAKE,0
437,Jeff Cercone,Images show “Putin has been arrested.”,Facebook posts,"March 28, 2023",FALSE,FAKE,0
438,Madison Czopek,"“The gay dating app Grindr says if Florida doesn’t stop passing homophobic and transphobic laws, they’ll reveal every Republican legislator and party official who secretly uses the app.”",Instagram posts,"March 28, 2023",FALSE,FAKE,0
439,Samantha Putterman,“Congress has officially banned TikTok.”,Tweets,"March 28, 2023",FALSE,FAKE,0
440,Loreben Tuquero,"The Nashville, Tennessee, school shooter was Samantha Hyde.",Facebook posts,"March 28, 2023",pants-fire,FAKE,0
441,D.L. Davis,"The money for upgrades to the Milwaukee Brewers stadium in Evers’ budget is ""a bipartisan plan.""",Tony Evers,"March 28, 2023",barely-true,FAKE,0
442,Tom Kertscher,“Trump just shared a bombshell letter from Stormy Daniels debunking DA Bragg's case.”,Facebook posts,"March 27, 2023",FALSE,FAKE,0
443,Loreben Tuquero,Manhattan District Attorney Alvin Bragg announced that his office “has decided to drop all charges against Donald Trump.”,TikTok posts,"March 27, 2023",pants-fire,FAKE,0
444,Jeff Cercone,Photo shows Pennsylvania Sen. John Fetterman has a body double.,Facebook posts,"March 27, 2023",pants-fire,FAKE,0
445,Madison Czopek,"“At a top robotics company in Japan this week, four robots being developed for military applications killed 29 humans in the lab.”",Facebook posts,"March 27, 2023",FALSE,FAKE,0
446,Laura Schulte,"As a sitting Supreme Court justice, Daniel Kelly recused himself from a case, then “he pocketed $20,000 in contributions” from the plaintiff and family members and “unrecused himself so he could judge the case.”",Janet Protasiewicz,"March 24, 2023",half-true,REAL,1
447,Maria Ramirez,"Violent crime in Manhattan is ""now at a record level.""",Donald Trump,"• March 24,",FALSE,FAKE,0
448,Loreben Tuquero,“No one got (a) dime” from the $70 million raised for the Florida Disaster Fund.,Tweets,"March 24, 2023",FALSE,FAKE,0
449,Warren Fiske,On red flag laws.,Glen Sturtevant,"March 24, 2023",full-flop,FAKE,0
450,Madison Czopek,Silicon Valley Bank “donated $73M to 'BLM Movement'”,Facebook posts,"March 22, 2023",FALSE,FAKE,0
451,Gabrielle Settles,Video shows Elon Musk saying he bought Twitter and unblocked Andrew Tate’s Twitter account because “we need to escape the suppression from the matrix and expose the global elites.”,Facebook posts,"March 22, 2023",pants-fire,FAKE,0
452,Loreben Tuquero,“You can get vaccinated by sleeping with somebody who is already jabbed” with an mRNA vaccine. “It’s called shedding.”,Instagram posts,"March 22, 2023",FALSE,FAKE,0
453,Ciara O'Rourke,Charles Darwin predicted a sub-species of humans “will deny biology” and “attempt to undo the centuries of human development by rewriting history.”,Viral image,"March 22, 2023",FALSE,FAKE,0
454,Matthew Crowley,“We cut Black child poverty in half in 2021 because of the child tax credit.”,Joe Biden,"March 22, 2023",mostly-true,REAL,1
455,Ciara O'Rourke,TV host “Dr. Phil” endorsed a “2023 seniors benefits program.”,Facebook posts,"March 21, 2023",FALSE,FAKE,0
456,Ciara O'Rourke,Former President Donald Trump said “any indictment of me is an indictment of you.”,Viral image,"March 21, 2023",FALSE,FAKE,0
457,Ciara O'Rourke,Video shows “Trump supporters lining up on Fifth Ave in Manhattan on Sunday.”,Facebook posts,"March 21, 2023",FALSE,FAKE,0
458,Ciara O'Rourke,Former President Donald Trump is the “current sitting” commander in chief.,Facebook posts,"March 21, 2023",pants-fire,FAKE,0
459,Ciara O'Rourke,Former President Donald Trump issued a statement threatening to leak “interesting videos” of House Speaker Kevin McCarthy.,Viral image,"March 21, 2023",FALSE,FAKE,0
460,Ciara O'Rourke,Joe Biden was the first president in 100 years to unsuccessfully sing the alphabet song.,Instagram posts,"March 21, 2023",pants-fire,FAKE,0
461,Ciara O'Rourke,Elon Musk tweeted he would “buy Joint Commission and let nurses have drinks at their station.”,Viral image,"March 20, 2023",FALSE,FAKE,0
462,Ciara O'Rourke,Photo shows Magic Johnson donating blood “to help underprivileged communities help fight COVID-19.”,Viral image,"March 20, 2023",FALSE,FAKE,0
463,Ciara O'Rourke,"Former President Donald Trump tweeted, “The storm is upon us.”",Viral image,"March 20, 2023",FALSE,FAKE,0
464,Ciara O'Rourke,Angelina Jolie is dead.,Bloggers,"March 20, 2023",pants-fire,FAKE,0
465,Gabrielle Settles,Says President Joe Biden was recorded talking about bank collapse.,TikTok posts,"March 20, 2023",pants-fire,FAKE,0
466,Samantha Putterman,“BREAKING: ANTHONY FAUCI is set to be arrested!!!”,Instagram posts,"March 20, 2023",pants-fire,FAKE,0
467,Ciara O'Rourke,Photo shows former President Donald Trump detained by police.,Tweets,"March 20, 2023",FALSE,FAKE,0
468,Louis Jacobson,"""Half the kids in this country, when they graduate, can’t read their diploma.”",Tommy Tuberville,"March 20, 2023",barely-true,FAKE,0
469,Aarón Torres,"""Businesses large and small have led Texas to be ranked the number one state for business every year that I’ve been governor.""",Greg Abbott,"March 20, 2023",half-true,REAL,1
470,Grace Abels,"“USA gives final warning to Uganda to legalize homosexuality,” or no aid.",Facebook posts,"March 17, 2023",FALSE,FAKE,0
471,Madeline Heim,"Under a GOP bill on cash bail, ""a large quantity of people who are accused of crimes, including anyone who even witnesses certain crimes, could now be detained and subject to bail.""",Darrin Madison,"March 17, 2023",half-true,REAL,1
472,Louis Jacobson,"""The First Amendment doesn’t allow you to willingly lie.""",Whoopi Goldberg,"March 17, 2023",barely-true,FAKE,0
473,Samantha Putterman,Kari Lake called Trump the “fattest president since Taft” in a 2016 tweet.,Tweets,"March 16, 2023",FALSE,FAKE,0
474,Andy Nguyen,"""We’re just burning 300 gallons of jet fuel to de-ice this clean energy wind turbine … that needs 80 gallons of synthetic oil to operate.""",Facebook posts,"March 16, 2023",FALSE,FAKE,0
475,Gabrielle Settles,Monster Energy’s logo uses a sign of the anti-Christ as part of its marketing effort.,Facebook posts,"March 15, 2023",pants-fire,FAKE,0
476,Amy Sherman,A $2 million grant for Georgia’s DeKalb County amounts to a “private takeover of election offices.”,Facebook posts,"March 15, 2023",FALSE,FAKE,0
477,Tom Kertscher,On drilling on federal lands.,Joe Biden,"March 15, 2023",full-flop,FAKE,0
478,Amy Sherman,“More cops are killed responding to domestic violence calls than anything else.”,Joe Biden,"March 15, 2023",FALSE,FAKE,0
479,Ciara O'Rourke,“Elon Musk bans Greta Thunberg from Twitter.”,Bloggers,"March 15, 2023",FALSE,FAKE,0
480,Samantha Putterman,Walgreens’ position “has always been” to “dispense Mifepristone in any jurisdiction where it is legally permissible to do so.”,Walgreens,"March 15, 2023",mostly-true,REAL,1
481,Yacob Reyes,"""Ron DeSantis wants to raise the retirement age to 70.""",DeSantis Watch,"March 15, 2023",barely-true,FAKE,0
482,Ciara O'Rourke,“Russian dementia care facilities are using Biden on their poster.”,Viral image,"March 15, 2023",FALSE,FAKE,0
483,Ciara O'Rourke,“Clinton ally mysteriously dies.”,Facebook posts,"March 15, 2023",FALSE,FAKE,0
484,Loreben Tuquero,Photos of the Statue of Liberty taken in 1920 and 2020 show that the sea level hasn’t changed.,Instagram posts,"March 14, 2023",FALSE,FAKE,0
485,Ciara O'Rourke,Video shows U.S. Secret Service agents are demons.,Viral image,"March 14, 2023",pants-fire,FAKE,0
486,Ciara O'Rourke,“Emergency injunction and tribunal order was served to WHO … to immediately cease and desist a criminal conspiracy to commit war crimes.”,Viral image,"March 14, 2023",pants-fire,FAKE,0
487,Paul Specht,“The left is determined to erase Mount Rushmore from our history books.”,North Carolina Republican Party,"March 14, 2023",FALSE,FAKE,0
488,Ciara O'Rourke,Audio captures former Presidents Donald Trump and Barack Obama debating Michelle Obama’s gender.,Viral image,"March 14, 2023",FALSE,FAKE,0
489,D.L. Davis,"""Wisconsin has seen over 63 billion dollars of federal pandemic-related funding funnel into our state over (Gov. Tony Evers') tenure.""",Joan Ballweg,"March 14, 2023",mostly-true,REAL,1
490,Ciara O'Rourke,"Elon Musk tweeted, “The world is flat.”",Viral image,"March 13, 2023",FALSE,FAKE,0
491,Ciara O'Rourke,“The Simpsons” predicted money missing from Bank of America customers’ accounts in January.,Viral image,"March 13, 2023",FALSE,FAKE,0
492,Ciara O'Rourke,“Harry could be exiled to Botswana after he was deported from the United States due to an expired visa.”,Facebook posts,"March 13, 2023",pants-fire,FAKE,0
493,Ciara O'Rourke,“‘The View’ settles with the Rittenhouses for $22 million and a formal apology.”,Bloggers,"March 13, 2023",FALSE,FAKE,0
494,Amy Sherman,"Democrats ""want to ban gas powered cars and gas stoves.”",Nikki Haley,"March 13, 2023",half-true,REAL,1
495,Gabrielle Settles,"The 2017 Unite the Right rally in Charlottesville, Virginia, was “an American intel op against Trump.”",Scott Adams,"March 10, 2023",pants-fire,FAKE,0
496,Madison Czopek,Video shows that certain drinks can “test positive” for COVID-19 when using at-home COVID-19 tests.,Facebook posts,"March 10, 2023",FALSE,FAKE,0
497,Paul Specht,Wake County is the only large county in North Carolina that elects its commissioners at-large countywide.,Erin Paré,"March 10, 2023",mostly-true,REAL,1
498,Ciara O'Rourke,The White House Visitor Center is displaying a photo of a fake President Joe Biden.,Facebook posts,"March 9, 2023",pants-fire,FAKE,0
499,Ciara O'Rourke,President Joe Biden is “in Gitmo.”,Facebook posts,"March 9, 2023",pants-fire,FAKE,0
500,Conor Amendola,"Energy Secretary Jennifer Granholm met ""with the radical green energy group behind the gas stove ban,"" which ""has ties to the"" Chinese Communist Party.",Nicholas Langworthy,"March 9, 2023",barely-true,FAKE,0
501,Amy Sherman,"The 2020 election could not have been fair because “Los Angeles County agreed, during litigation, that there were 1.2 million ineligible voters after the election.”",Donald Trump,"March 9, 2023",FALSE,FAKE,0
502,Yacob Reyes,"""$1 of every $3 (Ron DeSantis) spends comes from the federal government.""",Fentrice Driskell,"March 9, 2023",TRUE,REAL,1
503,Ciara O'Rourke,“Elon Musk to acquire Facebook soon.”,Bloggers,"March 9, 2023",FALSE,FAKE,0
504,Madison Czopek,"Because of daylight saving time, “NO alarm set for the 2:00 a.m. hour will go off” on March 12.",Chain email,"March 9, 2023",half-true,REAL,1
505,Ciara O'Rourke,“Ashli Babbitt is alive and well.”,Instagram posts,"March 9, 2023",FALSE,FAKE,0
506,Ciara O'Rourke,Video shows Elon Musk endorsing “an anti-aging remedy.”,Viral image,"March 9, 2023",FALSE,FAKE,0
507,Ciara O'Rourke,Elon Musk banned U.S. Rep. Alexandria Ocasio-Cortez from Twitter.,Facebook posts,"March 9, 2023",pants-fire,FAKE,0
508,Ciara O'Rourke,Vladimir Putin “orders destruction of all COVID-19 vaccines in Russia.”,Bloggers,"March 9, 2023",pants-fire,FAKE,0
509,Ciara O'Rourke,Bill Gates claims to be a “valid representative of the pharmaceutical industry” because he “read a lot of books about that topic.”,Viral image,"March 9, 2023",FALSE,FAKE,0
510,Ciara O'Rourke,“Crowd erupts as Chip Roy grills Kamala Harris as she lies in Congress” in video.,Facebook posts,"March 8, 2023",pants-fire,FAKE,0
511,Ciara O'Rourke,“The January 6 committee disbanded immediately after the new footage was released.”,Facebook posts,"March 8, 2023",FALSE,FAKE,0
512,Cameron Carr,New York City Mayor Eric Adams proposes to “ban chocolate milk.”,Elise Stefanik,"March 8, 2023",mostly-true,REAL,1
513,Elizabeth Egan,“Lifetime earnings of someone with a college degree is over a million dollars more than those entering the workforce without one.”,Stanley Litow,"March 8, 2023",mostly-true,REAL,1
514,Maria Ramirez,“We banned transgender” people from serving in the military.,Donald Trump,"• March 8,",mostly-true,REAL,1
515,Tom Kertscher,"""The Biden administration is floating a new” climate strategy: Don't leave your house.""",Washington Free Beacon,"March 8, 2023",barely-true,FAKE,0
516,Ciara O'Rourke,“Bill Gates arrest warrant issued in Philippines for ‘premeditated murder’ linked to vaccine roll out.”,Instagram posts,"March 8, 2023",pants-fire,FAKE,0
517,Ciara O'Rourke,U.S. Sen. Josh Hawley made U.S. Attorney General Merrick Garland cry at a committee hearing.,Facebook posts,"March 8, 2023",FALSE,FAKE,0
518,Grace Abels,"“The youth suicide rate has increased exponentially alongside trans affirmation. Trans affirmation causes the suicide rate, not the other way around.”",Matt Walsh,"March 8, 2023",barely-true,FAKE,0
519,Madison Czopek,Capitol Police officers “helped” QAnon Shaman Jacob Chansley and “acted as his tour guides.”,Tucker Carlson,"March 7, 2023",pants-fire,FAKE,0
520,Gabrielle Settles,"“The five people that died in that plane crash … were supposed to go to Ohio to test the water, the soil and the air quality in East Palestine.”",Facebook posts,"March 7, 2023",FALSE,FAKE,0
521,Ciara O'Rourke,The United Kingdom’s “Parliament closed its borders to prevent Harry and Meg from flying to the UK in order to protect the king.”,Facebook posts,"March 7, 2023",pants-fire,FAKE,0
522,Laura Schulte,“Tammy Baldwin wants to take away” Medicare and Social Security.,National Republican Senatorial Committee,"March 7, 2023",FALSE,FAKE,0
523,Madison Czopek,“The moon is a habitable place.”,Facebook posts,"March 6, 2023",pants-fire,FAKE,0
524,Gabrielle Settles,“Breaking: John Fetterman RESIGNATION Announcement.”,Instagram posts,"March 6, 2023",FALSE,FAKE,0
525,Madison Czopek,Says Ukrainian President Volodymyr Zelenskyy said he wants America’s “sons and daughters to go die in Ukraine.”,Marjorie Taylor Greene,"March 3, 2023",FALSE,FAKE,0
526,Loreben Tuquero,"In Ohio, “there are 75,000 acres of farmland, fertile farmland, that are all now being poured down with acid rain.”",Facebook posts,"March 3, 2023",FALSE,FAKE,0
527,Gabrielle Settles,“Muslims by the millions are converting to Christianity.”,Facebook posts,"March 3, 2023",FALSE,FAKE,0
528,Loreben Tuquero,"Digital IDs were given to residents in East Palestine, Ohio, “to track long term health problems like difficulty breathing” before the Feb. 3 train derailment.",Instagram posts,"March 2, 2023",FALSE,FAKE,0
529,Madison Czopek,"The Justice Department has been “calling parents that are concerned about what their kids are being taught, they are labeling them terrorists.”",Kat Cammack,"March 2, 2023",FALSE,FAKE,0
530,Madison Czopek,Sen. Marco Rubio signed a 2021 letter that “supports waivers that would reduce visual track inspections.”,Pete Buttigieg,"March 2, 2023",barely-true,FAKE,0
531,Jeff Cercone,Photo of electric charging station “powered by diesel generator” is emblematic of the electric vehicle movement.,Facebook posts,"February 28, 2023",barely-true,FAKE,0
532,Ciara O'Rourke,“Official govt docs expose Michelle Obama’s 14 year history as a man.”,Facebook posts,"February 28, 2023",pants-fire,FAKE,0
533,Jeff Cercone,"""Woody Harrelson’s 60 seconds in the middle of his monologue was cut out of the edits released after the show.”",Instagram posts,"February 28, 2023",FALSE,FAKE,0
534,Ciara O'Rourke,“BREAKING Trump preps Marines to stop presidential coup.”,Facebook posts,"February 28, 2023",FALSE,FAKE,0
535,Ciara O'Rourke,Video shows President Joe Biden recalling an alien encounter.,Facebook posts,"February 28, 2023",FALSE,FAKE,0
536,Tom Kertscher,"Rifles “were involved in 297 deaths” in the U.S. in 2022 and “constipation killed 2,167.”",Instagram posts,"February 28, 2023",FALSE,FAKE,0
537,Sara Swann,Drinking or using tap water treated with chlorine is dangerous because “chlorine is a poison.”,Facebook posts,"February 28, 2023",FALSE,FAKE,0
538,Ciara O'Rourke,Joe Biden described America as “the foothills of the Himalayas with Xi Jinping.”,Viral image,"February 28, 2023",FALSE,FAKE,0
539,Ciara O'Rourke,"Kid Rock tweeted, “Some people wouldn’t recognize tyranny if it slapped a mask on their face, made them stand 6 feet apart, and forced them to take a vaccine for a virus with a 99.8% survival rate.”",Instagram posts,"February 27, 2023",FALSE,FAKE,0
540,Loreben Tuquero,"The train that derailed in Ohio was carrying “over 300,000 gallons of a chemical that was banned in 1974.”",Facebook posts,"February 27, 2023",barely-true,FAKE,0
541,Ciara O'Rourke,Photos of an apartment building in Kyiv are evidence the war in Ukraine “is fake.”,Viral image,"February 27, 2023",pants-fire,FAKE,0
542,Ciara O'Rourke,Former President Donald Trump “was the 1st president in U.S. history to acknowledge that children are being sold for sex in the U.S.” while President Joe Biden “rescinded Trump’s executive order that helped combat child sex trafficking.”,Viral image,"February 27, 2023",FALSE,FAKE,0
543,Ciara O'Rourke,"Says Elizabeth Warren said, “Allowing Republicans to vote could threaten the integrity of an election.”",Viral image,"February 27, 2023",FALSE,FAKE,0
544,Andy Nguyen,“The whole green energy agenda involves more than doubling 10 types of mining.”,Alex Epstein,"February 27, 2023",mostly-true,REAL,1
545,Jill Terreri,53% of Americans made aware of the Hunter Biden laptop story would have changed their vote in 2020.,Elise Stefanik,"• February 25,",FALSE,FAKE,0
546,Jeff Cercone,"""The laws governing Agenda 2030 land development allows the government to seize polluted lands and move their residents to … smart cities.”",Instagram posts,"February 24, 2023",FALSE,FAKE,0
547,Samantha Putterman,Apple will pay customers $700 for a slowed-down iPhone.,Instagram posts,"February 24, 2023",FALSE,FAKE,0
548,Ciara O'Rourke,President Joe Biden was “shot” in a “behind-the-scenes execution.”,Facebook posts,"February 23, 2023",pants-fire,FAKE,0
549,Ciara O'Rourke,“President Joe Biden admits to faking the election.”,Instagram posts,"February 23, 2023",FALSE,FAKE,0
550,Loreben Tuquero,"In Australia, a “17% increase in heart attack deaths” in the first eight months of 2022 is linked to COVID-19 vaccination.",Instagram posts,"February 23, 2023",FALSE,FAKE,0
551,Ciara O'Rourke,"“Clinton aide found dead, tied to tree in apparent murder.”",Facebook posts,"February 23, 2023",FALSE,FAKE,0
552,Ciara O'Rourke,“Every single one” of former President Barack Obama’s Medal of Freedom recipients in this video “was on Epstein’s flight logs.”,Viral image,"February 23, 2023",FALSE,FAKE,0
553,Amy Sherman,Student ID cards are a “source of fraud” at the polls.,Tina Lambert,"February 23, 2023",FALSE,FAKE,0
554,Yacob Reyes,"""George Soros has endorsed (Ron) DeSantis for 2024.""",The Gateway Pundit,"February 23, 2023",FALSE,FAKE,0
555,Ciara O'Rourke,“Joe Biden changes the name of Black History Month.”,Instagram posts,"February 23, 2023",FALSE,FAKE,0
556,Ciara O'Rourke,Big-box stores are refunding and crediting customers for fraud and discrimination.,Facebook posts,"February 23, 2023",FALSE,FAKE,0
557,Ciara O'Rourke,“Putin decimates another adrenochrome warehouse in Ukraine.”,Bloggers,"February 23, 2023",pants-fire,FAKE,0
