Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
1365,Andy Nguyen,"Image claims to show a list of ""Republican members of Congress whose PPP loans were forgiven.""",Instagram posts,"August 30, 2022",TRUE,REAL,1,,REAL
1366,Lyle Muller,“$1.5 billion of your taxpayer money is sitting in an account” that can be used for other purposes.,Deidre DeJear,"August 29, 2022",barely-true,FAKE,0,FAKE,
1367,Yacob Reyes,"Sarasota, Florida, teachers told they cannot purchase books, accept donated reading materials, order from Scholastic or hold book fairs.",Facebook posts,"August 29, 2022",half-true,REAL,1,,REAL
1368,Ciara O'Rourke,“Nearly half of pregnant women in Pfizer trial miscarried.”,Viral image,"August 29, 2022",FALSE,FAKE,0,FAKE,
1369,Amy Sherman,The Supreme Court will put Donald Trump back in office in October,Facebook posts,"August 29, 2022",pants-fire,FAKE,0,FAKE,
1370,Vanessa Swales,Says Democratic Senate candidate Mandela Barnes “supports abolishing ICE.”,National Republican Senatorial Committee,"August 29, 2022",barely-true,FAKE,0,FAKE,
1371,Madison Czopek,"Screenshots show that conservative political commentator Ben Shapiro received more than $20,000 in Paycheck Protection Program loan forgiveness.",Facebook posts,"August 26, 2022",FALSE,FAKE,0,FAKE,
1372,Ciara O'Rourke,"""If your body's pH is alkaline, you cannot get cancer. And if you have cancer, it goes away.""",Viral image,"August 26, 2022",FALSE,FAKE,0,FAKE,
1373,Michael Majchrowicz,"""Monkeypox is a complete, fake sham” that’s “designed to force lockdowns, mandates and shots.”",Facebook posts,"August 26, 2022",pants-fire,FAKE,0,FAKE,
1374,Ciara O'Rourke,Video shows Tucker Carlson speechless in interview with a guest.,Viral image,"August 26, 2022",FALSE,FAKE,0,FAKE,
1375,Gabrielle Settles,"The COVID-19 pandemic was planned, and a 2019 simulation called Event 201 was a rehearsal for it.",Pitbull,"August 26, 2022",FALSE,FAKE,0,FAKE,
1376,Yacob Reyes,"Charlie Crist ""supported Biden's agenda to defund the police.""",Republican Party of Florida,"August 26, 2022",FALSE,FAKE,0,FAKE,
1377,Ciara O'Rourke,“U.S. is testing new most deadly nuclear bomb from B-1B Lancer.”,Facebook posts,"August 26, 2022",FALSE,FAKE,0,FAKE,
1378,Ciara O'Rourke,Half of the votes for Joe Biden in the 2020 presidential election “are from dead people.”,Viral image,"August 26, 2022",pants-fire,FAKE,0,FAKE,
1379,Tom Kertscher,Blake Masters “wants to pass a national ban on abortion.”,Mark Kelly,"August 26, 2022",mostly-true,REAL,1,,REAL
1380,Andy Nguyen,"The deaths of U.S. Rep. Jackie Walorski, R-Ind., and actor Anne Heche are suspicious and linked because they “partnered fighting against pedophilia.”",Facebook posts,"August 26, 2022",FALSE,FAKE,0,FAKE,
1381,Tom Kertscher,On privatizing Social Security.,Blake Masters,"August 25, 2022",half-flip,FAKE,0,FAKE,
1382,Andy Nguyen,Image shows Trump is representing himself in a lawsuit against the United States government related to the FBI search of his Florida home.,Tweets,"August 25, 2022",FALSE,FAKE,0,FAKE,
1383,D.L. Davis,"""Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups.""",Ron Johnson,"August 25, 2022",mostly-true,REAL,1,,REAL
1384,Ciara O'Rourke,“US Army in Ukraine.”,Facebook posts,"August 24, 2022",FALSE,FAKE,0,FAKE,
1385,Ciara O'Rourke,An image shows a chyron on Tucker Carlson’s show that said “straight men turning homo after ‘gay hypnosis.’”,Viral image,"August 24, 2022",pants-fire,FAKE,0,FAKE,
1386,Ciara O'Rourke,“Marjorie Taylor Greene was raided by Joe Biden’s DOJ last night.”,Instagram posts,"August 24, 2022",FALSE,FAKE,0,FAKE,
1387,Sara Swann,"In England, “COVID-19 vaccinated children are 4,423% more likely to die of any cause and 13,633% more likely to die of COVID-19 than unvaccinated children.”",Bloggers,"August 24, 2022",FALSE,FAKE,0,FAKE,
1388,Louis Jacobson,"""Adjusted for inflation, over the last 25 years teachers have made a $29 increase in their salary.""",Miguel Cardona,"August 24, 2022",half-true,REAL,1,,REAL
1389,Louis Jacobson,The American Rescue Plan “helped create nearly 10 million new jobs.”,Joe Biden,"August 24, 2022",barely-true,FAKE,0,FAKE,
1390,Yacob Reyes,"Image shows ""Florida's anti-woke banned book list.""",Viral image,"August 24, 2022",FALSE,FAKE,0,FAKE,
1391,Madison Czopek,A New England Journal of Medicine study found that vaccinated people are “5X more contagious than the unvaccinated 10 days after SARS-CoV-2 infection.”,Facebook posts,"August 24, 2022",FALSE,FAKE,0,FAKE,
1392,Warren Fiske,"A new Democratic law “will make the IRS workforce larger than the Pentagon, FBI, State Department, and Customs and Border Patrol, combined.”",Ben Cline,"August 24, 2022",barely-true,FAKE,0,FAKE,
1393,Michael Majchrowicz,"""Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.”",Instagram posts,"August 23, 2022",FALSE,FAKE,0,FAKE,
1394,Paul Specht,"“Violent crime (is) at an all-time high.""",Ben Kral,"August 23, 2022",FALSE,FAKE,0,FAKE,
1395,Tom Kertscher,"The Inflation Reduction Act ""doubles the size of the IRS, raises your taxes and spends billions on a green energy slush fund.""",Tom Cotton,"August 23, 2022",barely-true,FAKE,0,FAKE,
1396,Andy Nguyen,Quotes Sarah Palin as saying “when Jesus celebrated Easter with his disciples there were no Easter bunnies or egg hunts.”,Facebook posts,"August 23, 2022",pants-fire,FAKE,0,FAKE,
1397,Sara Swann,“Congress just voted to exempt themselves from IRS auditing of their personal finances.”,Instagram posts,"August 23, 2022",FALSE,FAKE,0,FAKE,
1398,Andy Nguyen,Video claims Google Street View shows Antarctica with green vegetation and brick buildings.,Facebook posts,"August 23, 2022",FALSE,FAKE,0,FAKE,
1399,Gabrielle Settles,“Free health allowance is available at no cost.”,Facebook posts,"August 22, 2022",FALSE,FAKE,0,FAKE,
1400,Ciara O'Rourke,"“People born before 1957 are getting $1,728 added to their Social Security checks.”",Facebook posts,"August 19, 2022",FALSE,FAKE,0,FAKE,
1401,Madison Czopek,“96% of U.S. climate data is corrupted.”,Facebook posts,"August 19, 2022",FALSE,FAKE,0,FAKE,
1402,Andy Nguyen,Video implies talk between Barack Obama and Kamala Harris has coded references to pedophilia.,Facebook posts,"August 19, 2022",pants-fire,FAKE,0,FAKE,
1403,Ciara O'Rourke,The Inflation Reduction Act expanded free health insurance to Americans under 65.,Facebook posts,"August 19, 2022",FALSE,FAKE,0,FAKE,
1404,Ciara O'Rourke,COVID-19 vaccines are responsible for the health problems featured in recent news reports.,Viral image,"August 19, 2022",FALSE,FAKE,0,FAKE,
1405,Ciara O'Rourke,“Tulsi Gabbard Venmos Nancy Pelosi $600.01 forcing the IRS to audit Pelosi’s finances.”,Viral image,"August 19, 2022",FALSE,FAKE,0,FAKE,
1406,Yacob Reyes,"""We also know (the Sierra Club) paid for those reporters"" at the Palm Beach Post.",Nikki Fried,"August 19, 2022",pants-fire,FAKE,0,FAKE,
1407,Ciara O'Rourke,"Video shows Steve Bannon crying, “Trump is going to jail.”",Facebook posts,"August 19, 2022",FALSE,FAKE,0,FAKE,
1408,Ciara O'Rourke,Photos show “an IRS agent training class.”,Facebook posts,"August 19, 2022",FALSE,FAKE,0,FAKE,
1409,Ciara O'Rourke,Photo shows parents who changed their baby’s gender identity.,Viral image,"August 19, 2022",pants-fire,FAKE,0,FAKE,
1410,Maria Ramirez,"“El congreso acaba de aprobar un reciente proyecto de ley para todos los que tengan más de $10,000 de deuda”.",Facebook posts,"• August 19,",FALSE,FAKE,0,FAKE,
1411,Laura Schulte,Says Republican U.S. Sen. Ron Johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”,League of Conservation Voters,"August 19, 2022",TRUE,REAL,1,,REAL
1412,Gabrielle Settles,Amazon is “running a promotion and giving away random packages for just $1!”,Facebook posts,"August 18, 2022",FALSE,FAKE,0,FAKE,
1413,Ciara O'Rourke,Video shows Mitch McConnell saying Nancy Pelosi “should be jailed!”,Facebook posts,"August 18, 2022",FALSE,FAKE,0,FAKE,
1414,Jeff Cercone,"""The IRS is about to double in size, with 87,000 new armed agents and an additional $80 billion in order to primarily enhance IRS enforcement and operations.”",Facebook posts,"August 18, 2022",barely-true,FAKE,0,FAKE,
1415,Ciara O'Rourke,“Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid” in video.,Facebook posts,"August 18, 2022",FALSE,FAKE,0,FAKE,
1416,Jeff Cercone,Video shows former President Barack Obama sharing how to mislead the public.,TikTok posts,"August 18, 2022",FALSE,FAKE,0,FAKE,
1417,Vanessa Swales,"""With three months remaining in the Fiscal Year, (the border patrol) has already encountered more illegal immigrants along the Southwest border"" than in any previous fiscal year.",Glenn Grothman,"August 18, 2022",mostly-true,REAL,1,,REAL
1418,Maria Ramirez,"The IRS is adding 87,000 new agents, making the IRS “larger than (the) Pentagon, Federal Bureau of Investigation, Customs and Border Protection and the State Department combined.”",Rick Scott,"• August 17,",barely-true,FAKE,0,FAKE,
1419,Ciara O'Rourke,Leaked messages “between former President Barack Obama and Judge Reinhart foreshadowed the unlawful raid on former Trump’s Mar-a-Lago estate.”,Viral image,"August 17, 2022",FALSE,FAKE,0,FAKE,
1420,Jon Greenberg,"“The Congressional Budget Office says 90% of the revenue generated from the new IRS agents will come from people making less than $200,000 … and the revenue generated will be $300-plus billion.”",Tim Scott,"August 17, 2022",FALSE,FAKE,0,FAKE,
1421,Ciara O'Rourke,There’s polio in New York City’s tap water.,Viral image,"August 17, 2022",FALSE,FAKE,0,FAKE,
1422,Warren Fiske,"“Democrats are voting to add an army of 87,000 IRS agents who will target middle class taxpayers and conduct at least 1 million more audits each year. ”",Bob Good,"August 17, 2022",barely-true,FAKE,0,FAKE,
1423,Ciara O'Rourke,Video shows Congress voting for a highly classified “Homeland Terrorism Preparedness Bill.”,Viral image,"August 17, 2022",pants-fire,FAKE,0,FAKE,
1424,Ciara O'Rourke,Rep. Adam Kinzinger “admits Trump won” the 2020 presidential election.,Facebook posts,"August 17, 2022",FALSE,FAKE,0,FAKE,
1425,Ciara O'Rourke,Anne Heche was murdered by the illuminati because she was working on a movie about Jeffrey Epstein.,Instagram posts,"August 16, 2022",FALSE,FAKE,0,FAKE,
1426,D.L. Davis,"""We are number one in the country as far as our spending (COVID-19 relief) money on businesses as it relates to the percentage of federal funds that we receive.""",Tony Evers,"August 16, 2022",half-true,REAL,1,,REAL
1427,Amy Sherman,"""Send your postcards to 5 key states to decertify fraud” in the 2020 election.",Facebook posts,"August 16, 2022",pants-fire,FAKE,0,FAKE,
1428,Madison Czopek,"Reuters reported that “White House employee Andrew Bates did use Nazi symbolism in a recent tweet.""",Facebook posts,"August 16, 2022",FALSE,FAKE,0,FAKE,
1429,Ciara O'Rourke,"The COVID-19 vaccine caused Ashton Kutcher to lose “vision, hearing and ability to walk.”",Viral image,"August 16, 2022",FALSE,FAKE,0,FAKE,
1430,Gabrielle Settles,Empty store shelves at a Walmart in South Carolina were because of a meat shortage.,Facebook posts,"August 16, 2022",FALSE,FAKE,0,FAKE,
1431,Andy Nguyen,"“Liz Cheney cries like kids after loses in ‘primary’ against Trump’s pick,” two days before the primary election.",Facebook posts,"August 16, 2022",pants-fire,FAKE,0,FAKE,
1432,Ciara O'Rourke,“They put” monkeypox in the water in Atlanta.,Viral image,"August 15, 2022",FALSE,FAKE,0,FAKE,
1433,Ciara O'Rourke,"Donald Trump Jr. tweeted, “While my father loves almost all his supporters, please do not come to Mar-a-Lago to support President Trump. We have many important people coming through the club and need to keep it clean.”",Viral image,"August 15, 2022",FALSE,FAKE,0,FAKE,
1434,Yacob Reyes,Video shows Ron DeSantis arguing with Sean Hannity,Tweets,"August 15, 2022",FALSE,FAKE,0,FAKE,
1435,Andy Nguyen,"""Bill Gates and AOC say that a cow emits more pollution than a car.""",Facebook posts,"August 15, 2022",FALSE,FAKE,0,FAKE,
1436,Tom Kertscher,"""Brian Kemp wants to investigate and punish women for having miscarriages.""",Stacey Abrams,"August 12, 2022",FALSE,FAKE,0,FAKE,
1437,Yacob Reyes,"""Boston Children’s Hospital is now offering 'gender-affirming hysterectomies' for young girls.""",Tweets,"August 12, 2022",FALSE,FAKE,0,FAKE,
1438,D.L. Davis,On endorsing former President Donald Trump in 2024,Tim Michels,"August 12, 2022",half-flip,FAKE,0,FAKE,
1439,Tom Kertscher,"""Adam Laxalt fought an investigation into the oil industry, then they funded his campaign.""",Catherine Cortez Masto,"August 12, 2022",half-true,REAL,1,,REAL
1440,Jon Greenberg,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!""",Donald Trump,"August 12, 2022",pants-fire,FAKE,0,FAKE,
1441,Jeff Cercone,The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,Matt Gaetz,"August 12, 2022",FALSE,FAKE,0,FAKE,
1442,Ciara O'Rourke,A photo shows Ghislaine Maxwell and Bruce Reinhart.,Viral image,"August 12, 2022",FALSE,FAKE,0,FAKE,
1443,Alan Hovorka,"""Governor Tony Evers gave counties the green light to defund Wisconsin's police departments.""",Republican Governors Association,"August 12, 2022",barely-true,FAKE,0,FAKE,
1444,Jon Greenberg,"“Democrats' new army of 87,000 IRS agents will be coming for you — with 710,000 new audits for Americans who earn less than $75k.”",Kevin McCarthy,"August 11, 2022",barely-true,FAKE,0,FAKE,
1445,Ciara O'Rourke,"“Pennsylvania sent out 1,823,148 mail-in ballots. They got back 2,589,242.”",Viral image,"August 11, 2022",FALSE,FAKE,0,FAKE,
1446,Jeff Cercone,"A ""Delta Force” seized a shipment of weapons headed to the IRS.",TikTok posts,"August 11, 2022",pants-fire,FAKE,0,FAKE,
1447,Warren Fiske,“Abigail Spanberger still votes with and shares Joe Biden’s positions 100% of the time.”,Yesli Vega,"August 11, 2022",mostly-true,REAL,1,,REAL
1448,Andy Nguyen,Electric cars in California are not sustainable as only 10% of their batteries are recyclable and the state can’t recycle them.,Instagram posts,"August 11, 2022",FALSE,FAKE,0,FAKE,
1449,Amy Sherman,On taking the Fifth Amendment,Donald Trump,"August 10, 2022",half-flip,FAKE,0,FAKE,
1450,Nuria Diaz,"""Urgente! China confirma la invasión de Los Ángeles y Baja California! Prepararon 1000 destructores!""",Facebook posts,"• August 10,",FALSE,FAKE,0,FAKE,
1451,Yacob Reyes,"""They are literally chopping off the private parts of young kids.""",Ron DeSantis,"August 10, 2022",barely-true,FAKE,0,FAKE,
1452,Madison Czopek,"Former President Donald Trump asked “for troops around the Capitol to make sure everyone is safe,” on Jan. 6, 2021, but was “turned down by the Democrats.”",Facebook posts,"August 10, 2022",FALSE,FAKE,0,FAKE,
1453,Andy Nguyen,Video shows Clark County poll worker acting illegally by asking people to place their ballots into a bag outside of a drop box.,Facebook posts,"August 10, 2022",FALSE,FAKE,0,FAKE,
1454,Ciara O'Rourke,Photo shows electric cars that were bought for civil servants in France and then abandoned because “it was too expensive to replace the batteries.”,Viral image,"August 10, 2022",FALSE,FAKE,0,FAKE,
1455,Paul Specht,“North Carolina is among some of the top states in the country for the number of ghost guns that are seized as crime guns.”,Michael Easley Jr.,"August 9, 2022",mostly-true,REAL,1,,REAL
1456,Ciara O'Rourke,“Ted Cruz leaks new document obtained from Hunter’s laptop implicating Nancy Pelosi.”,Facebook posts,"August 9, 2022",FALSE,FAKE,0,FAKE,
1457,Nuria Diaz,"""Urgente! China prepara un ataque nuclear desde el espacio! Nueva York en alerta roja!""",Facebook posts,"• August 9,",FALSE,FAKE,0,FAKE,
1458,Nusaiba Mizan,"""Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half.""",Beto O'Rourke,"August 9, 2022",mostly-true,REAL,1,,REAL
1459,Jeff Cercone,Brittney Griner is really a man.,Facebook posts,"August 9, 2022",pants-fire,FAKE,0,FAKE,
1460,Julie Appleby,"About a federal hospital price transparency requirement, “Nobody’s enforcing that law.”",Power to the Patients,"August 9, 2022",half-true,REAL,1,,REAL
1461,Kelly Smits,“We have more oil and gas permits than ever before right now.”,Mandela Barnes,"August 9, 2022",mostly-true,REAL,1,,REAL
1462,Sara Swann,"Photo shows a “massive” crowd at a Trump rally in Wisconsin on Aug. 5, 2022.",Viral image,"August 8, 2022",FALSE,FAKE,0,FAKE,
1463,Louis Jacobson,Overturning Roe v. Wade was an “unconstitutional action by” the Supreme Court.,Karine Jean-Pierre,"August 8, 2022",FALSE,FAKE,0,FAKE,
1464,Monique Curet,There is documentation of bull sharks in the Great Lakes.,Instagram posts,"August 5, 2022",FALSE,FAKE,0,FAKE,
1465,Louis Jacobson,The Senate Democrats’ reconciliation bill “will strip $300 billion from Medicare.”,American Prosperity Alliance,"August 5, 2022",FALSE,FAKE,0,FAKE,
1466,Maria Ramirez,“Biden wants to give illegals ID cards so they can start collecting American benefits.”,Tomi Lahren,"• August 5,",FALSE,FAKE,0,FAKE,
1467,Grace Abels,"Consuming “rice and beans, milk, cheese, butter and eggs” causes disease by age 30.",Facebook posts,"August 5, 2022",pants-fire,FAKE,0,FAKE,
1468,Monique Curet,Suggests root canals are linked to breast cancer.,Instagram posts,"August 5, 2022",FALSE,FAKE,0,FAKE,
1469,Andy Nguyen,"""Congratulations to the IRS on winning the $846.3 million Mega Millions Jackpot.”",Facebook posts,"August 5, 2022",FALSE,FAKE,0,FAKE,
1470,Madeline Heim,“Tim Michels pushed for years to raise (Wisconsin’s) gas tax.”,Rebecca Kleefisch,"August 5, 2022",barely-true,FAKE,0,FAKE,
1471,Madison Czopek,The CDC has classified monkeypox as an airborne form of herpes that can lead to paralysis.,Facebook posts,"August 5, 2022",FALSE,FAKE,0,FAKE,
1472,Jeff Cercone,"""AirPods are essentially microwaving your brain.”",Instagram posts,"August 4, 2022",FALSE,FAKE,0,FAKE,
1473,Julie Rovner,"“In no way, shape, or form is access to contraception limited or at risk of being limited.”",Kat Cammack,"August 4, 2022",FALSE,FAKE,0,FAKE,
1474,Nuria Diaz,Una ballena se traga a dos mujeres en California.,Facebook posts,"• August 3,",FALSE,FAKE,0,FAKE,
1475,Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,REAL,1,,REAL
1476,Andy Nguyen,"Nancy Pelosi and Democrats ""want to turn 150 million Americans into felons overnight"" with HR 1808.",Instagram posts,"August 3, 2022",FALSE,FAKE,0,FAKE,
1477,Tom Kertscher,"John Fetterman wants to “eliminate life sentences for murderers.""",Mehmet Oz,"August 3, 2022",barely-true,FAKE,0,FAKE,
1478,Grace Abels,"""The Sun is out of place, the Moon is out of place and the stars are out of place. The compasses are off"" because of a shift in the Earth’s poles.",Facebook posts,"August 3, 2022",pants-fire,FAKE,0,FAKE,
1479,Gabrielle Settles,"Synthetic cyanide-based B12 is a ""toxic ingredient in your kids vitamins.""",Facebook posts,"August 2, 2022",FALSE,FAKE,0,FAKE,
1480,Monique Curet,“China threatens to shoot Nancy Pelosi’s plane down if she visits Taiwan.”,Instagram posts,"August 2, 2022",FALSE,FAKE,0,FAKE,
1481,D.L. Davis,"""There is absolutely no reason why Wisconsin should be facing a worker shortage to the level we are when there are 123,000 more able-bodied childless adults on BadgerCare since the pandemic.""",Rebecca Kleefisch,"August 2, 2022",barely-true,FAKE,0,FAKE,
1482,Amy Sherman,Pens provided by Maricopa County are part of a plot to rig the Arizona primary.,Tweets,"August 1, 2022",FALSE,FAKE,0,FAKE,
1483,Jon Greenberg,Sen. Mark Kelly “voted to legalize abortion up until the moment of birth.”,Blake Masters,"August 1, 2022",barely-true,FAKE,0,FAKE,
1484,Andy Nguyen,The Atlantic published a story titled “Quiet Courage of Biden’s Negative Growth Economy”,Viral image,"August 1, 2022",FALSE,FAKE,0,FAKE,
1485,Warren Fiske,“Abigail Spanberger is raking in thousands from defund the police groups because she supports defunding the police.”,National Republican Congressional Committee,"August 1, 2022",FALSE,FAKE,0,FAKE,
1486,Nina Baker,The Democrats’ Women’s Health Protection Act of 2022 “would permit abortion up until delivery.”,Mariannette Miller-Meeks,"August 1, 2022",barely-true,FAKE,0,FAKE,
1487,Maria Ramirez,"""Karrin Taylor Robson gave illegals tuition discounts and made us pay for it.""",Kari Lake,"• August 1,",half-true,REAL,1,,REAL
1488,Yacob Reyes,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1489,Monique Curet,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1490,Grace Abels,"A cure for cancer, known as a Rife machine, was found in 1934.",Viral image,"July 29, 2022",FALSE,FAKE,0,FAKE,
1491,Gabrielle Settles,Baby carrots are soaked in bleach and can cause cancer.,Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1492,Kristin Hugo,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1493,Andy Nguyen,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1494,Madison Czopek,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1495,Monique Curet,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",The Gateway Pundit,"July 29, 2022",FALSE,FAKE,0,FAKE,
1496,Yacob Reyes,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",Facebook posts,"July 29, 2022",FALSE,FAKE,0,FAKE,
1497,Amy Sherman,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",The Gateway Pundit,"July 29, 2022",pants-fire,FAKE,0,FAKE,
1498,Madeline Heim,“The legislature has long maintained that the law never allowed these illegal drop boxes.”,Robin Vos,"July 29, 2022",barely-true,FAKE,0,FAKE,
1499,Louis Jacobson,"""We've cut the deficit by a record $1.5 trillion this year.""",Janet Yellen,"July 28, 2022",half-true,REAL,1,,REAL
1500,Grace Abels,NASA photos of the moon and Earth show that “space is fake.”,Viral image,"July 28, 2022",pants-fire,FAKE,0,FAKE,
1501,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1502,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1503,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1504,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1505,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1506,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1507,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1508,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1509,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1510,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1511,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1512,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1513,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1514,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1515,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1516,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1517,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1518,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1519,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1520,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1521,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1522,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1523,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1524,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1525,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1526,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1527,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1528,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1529,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1530,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
1531,Louis Jacobson,"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 29, 2023",mostly-true,REAL,1,,REAL
